1	100
2	126
3	140
4	100
5	123
6	127
7	109
8	120
9	116
10	124
11	108
12	133
13	112
14	109
15	111
16	103
17	122
18	135
19	130
20	119
21	124
22	100
23	122
24	101
25	110
26	119
27	119
28	111
29	122
30	104
31	125
32	130
33	129
34	120
35	119
36	119
37	123
38	133
39	100
40	133
41	135
42	119
43	134
44	101
45	116
46	118
47	119
48	113
49	107
50	102
51	125
52	131
53	139
54	127
55	110
56	100
57	104
58	139
59	131
60	104
61	108
62	139
63	139
64	111
65	140
66	119
67	103
68	133
69	130
70	132
71	120
72	129
73	134
74	138
75	125
76	105
77	106
78	121
79	126
80	133
81	140
82	105
83	103
84	120
85	119
86	134
87	131
88	102
89	109
90	119
91	115
92	125
93	102
94	137
95	124
96	137
97	120
98	122
99	101
100	138
