1	140
2	128
3	137
4	132
5	127
6	105
7	117
8	139
9	112
10	128
11	107
12	120
13	107
14	125
15	119
16	108
17	114
18	131
19	139
20	119
21	138
22	111
23	120
24	139
25	113
26	122
27	106
28	103
29	100
30	113
31	133
32	132
33	128
34	106
35	115
36	100
37	137
38	104
39	123
40	134
41	102
42	115
43	101
44	105
45	126
46	129
47	139
48	120
49	107
50	108
51	122
52	127
53	111
54	135
55	121
56	129
57	108
58	139
59	119
60	104
61	139
62	113
63	138
64	139
65	135
66	115
67	132
68	100
69	109
70	118
71	111
72	110
73	108
74	104
75	116
76	123
77	109
78	115
79	113
80	125
81	123
82	127
83	137
84	133
85	132
86	106
87	121
88	133
89	126
90	126
91	133
92	139
93	126
94	118
95	136
96	130
97	117
98	102
99	110
100	111
