1	113
2	113
3	114
4	128
5	100
6	137
7	109
8	108
9	135
10	128
11	111
12	116
13	110
14	110
15	131
16	105
17	103
18	114
19	105
20	136
21	108
22	127
23	127
24	129
25	121
26	135
27	138
28	129
29	102
30	131
31	131
32	127
33	140
34	125
35	105
36	136
37	105
38	100
39	117
40	132
41	133
42	108
43	115
44	106
45	112
46	122
47	100
48	111
49	116
50	123
51	106
52	104
53	132
54	105
55	111
56	126
57	127
58	126
59	107
60	105
61	139
62	120
63	106
64	103
65	138
66	125
67	117
68	125
69	104
70	135
71	100
72	103
73	138
74	114
75	102
76	100
77	112
78	120
79	116
80	140
81	135
82	126
83	113
84	120
85	125
86	126
87	135
88	135
89	113
90	120
91	109
92	119
93	133
94	111
95	133
96	112
97	102
98	111
99	109
100	127
