1	107
2	110
3	120
4	133
5	132
6	123
7	121
8	140
9	122
10	103
11	106
12	104
13	100
14	117
15	131
16	129
17	109
18	122
19	114
20	127
21	125
22	113
23	100
24	132
25	132
26	133
27	123
28	140
29	116
30	101
31	103
32	132
33	128
34	104
35	110
36	134
37	106
38	124
39	118
40	112
41	114
42	112
43	110
44	113
45	120
46	110
47	115
48	103
49	129
50	102
51	136
52	100
53	102
54	125
55	110
56	135
57	110
58	129
59	101
60	140
61	140
62	121
63	123
64	121
65	140
66	115
67	116
68	136
69	106
70	138
71	122
72	126
73	104
74	102
75	113
76	112
77	102
78	127
79	112
80	122
81	118
82	119
83	110
84	113
85	105
86	102
87	129
88	103
89	135
90	116
91	124
92	118
93	123
94	118
95	112
96	133
97	129
98	130
99	113
100	105
