1	114
2	116
3	104
4	108
5	136
6	104
7	124
8	140
9	111
10	124
11	139
12	140
13	107
14	138
15	127
16	107
17	103
18	128
19	115
20	127
21	103
22	108
23	108
24	122
25	136
26	134
27	137
28	100
29	117
30	108
31	129
32	100
33	105
34	122
35	139
36	128
37	107
38	100
39	112
40	138
41	114
42	133
43	107
44	138
45	103
46	132
47	117
48	130
49	130
50	113
51	116
52	135
53	136
54	105
55	129
56	106
57	108
58	122
59	112
60	101
61	107
62	123
63	122
64	102
65	135
66	138
67	135
68	125
69	140
70	139
71	100
72	103
73	116
74	118
75	113
76	110
77	100
78	110
79	119
80	104
81	117
82	107
83	111
84	104
85	133
86	134
87	104
88	100
89	134
90	133
91	120
92	125
93	128
94	110
95	130
96	131
97	111
98	105
99	102
100	105
