1	115
2	114
3	107
4	117
5	132
6	127
7	116
8	121
9	115
10	120
11	140
12	112
13	112
14	122
15	119
16	102
17	111
18	131
19	107
20	127
21	130
22	138
23	110
24	125
25	134
26	131
27	109
28	107
29	139
30	140
31	121
32	138
33	106
34	136
35	103
36	107
37	134
38	129
39	130
40	136
41	106
42	137
43	100
44	134
45	134
46	122
47	137
48	123
49	130
50	106
51	120
52	140
53	123
54	138
55	118
56	118
57	104
58	122
59	124
60	101
61	117
62	108
63	123
64	115
65	140
66	101
67	106
68	117
69	119
70	112
71	109
72	122
73	101
74	111
75	121
76	133
77	138
78	116
79	132
80	111
81	134
82	126
83	118
84	132
85	120
86	121
87	114
88	109
89	117
90	125
91	103
92	111
93	104
94	129
95	119
96	138
97	114
98	125
99	134
100	132
