1	119
2	135
3	105
4	140
5	114
6	124
7	107
8	138
9	123
10	111
11	123
12	105
13	100
14	131
15	115
16	129
17	132
18	129
19	119
20	111
21	114
22	119
23	124
24	125
25	126
26	109
27	102
28	106
29	123
30	110
31	110
32	114
33	133
34	112
35	103
36	118
37	126
38	132
39	139
40	105
41	132
42	117
43	139
44	128
45	125
46	102
47	119
48	124
49	124
50	134
51	107
52	124
53	132
54	103
55	134
56	140
57	110
58	121
59	113
60	104
61	122
62	100
63	115
64	113
65	100
66	109
67	112
68	128
69	128
70	138
71	103
72	140
73	130
74	114
75	120
76	138
77	121
78	136
79	100
80	124
81	130
82	119
83	122
84	129
85	103
86	127
87	122
88	129
89	119
90	103
91	107
92	105
93	118
94	134
95	123
96	131
97	101
98	125
99	128
100	116
