1	101
2	129
3	130
4	121
5	118
6	136
7	123
8	111
9	133
10	120
11	135
12	116
13	109
14	137
15	106
16	105
17	122
18	108
19	100
20	111
21	119
22	121
23	103
24	136
25	126
26	118
27	118
28	122
29	137
30	122
31	123
32	103
33	135
34	117
35	112
36	111
37	125
38	133
39	136
40	139
41	116
42	103
43	127
44	132
45	107
46	129
47	136
48	132
49	121
50	132
51	135
52	121
53	102
54	126
55	128
56	121
57	126
58	134
59	136
60	100
61	117
62	100
63	114
64	111
65	137
66	131
67	121
68	133
69	124
70	136
71	120
72	129
73	112
74	101
75	136
76	115
77	135
78	111
79	129
80	138
81	122
82	127
83	101
84	104
85	127
86	101
87	101
88	108
89	130
90	132
91	126
92	132
93	138
94	136
95	121
96	115
97	129
98	116
99	135
100	116
