1	131
2	122
3	121
4	127
5	132
6	134
7	107
8	126
9	101
10	115
11	127
12	129
13	138
14	132
15	135
16	132
17	113
18	108
19	135
20	127
21	139
22	106
23	129
24	111
25	137
26	126
27	121
28	124
29	103
30	137
31	116
32	111
33	103
34	118
35	129
36	135
37	107
38	140
39	115
40	104
41	130
42	105
43	119
44	134
45	121
46	106
47	100
48	122
49	133
50	114
51	128
52	138
53	126
54	123
55	135
56	125
57	133
58	109
59	131
60	106
61	112
62	123
63	122
64	104
65	139
66	115
67	125
68	120
69	103
70	100
71	124
72	114
73	134
74	131
75	138
76	133
77	127
78	135
79	131
80	131
81	125
82	140
83	132
84	129
85	109
86	119
87	126
88	121
89	123
90	104
91	102
92	139
93	108
94	108
95	132
96	106
97	124
98	114
99	136
100	105
