1	130
2	101
3	114
4	134
5	100
6	126
7	123
8	123
9	114
10	116
11	131
12	132
13	112
14	135
15	127
16	102
17	140
18	128
19	125
20	135
21	135
22	135
23	138
24	108
25	116
26	102
27	140
28	104
29	115
30	135
31	117
32	106
33	124
34	112
35	127
36	135
37	103
38	125
39	120
40	140
41	117
42	114
43	106
44	126
45	111
46	126
47	114
48	133
49	112
50	111
51	114
52	108
53	108
54	107
55	127
56	135
57	103
58	105
59	118
60	139
61	127
62	119
63	107
64	119
65	140
66	125
67	108
68	100
69	108
70	132
71	140
72	115
73	108
74	126
75	118
76	120
77	128
78	112
79	138
80	131
81	128
82	106
83	132
84	104
85	121
86	109
87	138
88	116
89	125
90	132
91	131
92	138
93	107
94	121
95	113
96	139
97	107
98	127
99	127
100	126
