1	105
2	109
3	128
4	103
5	100
6	133
7	114
8	127
9	100
10	111
11	118
12	108
13	138
14	105
15	102
16	132
17	102
18	105
19	112
20	135
21	103
22	103
23	117
24	136
25	119
26	138
27	111
28	121
29	120
30	133
31	113
32	120
33	121
34	134
35	112
36	122
37	118
38	136
39	104
40	107
41	101
42	124
43	125
44	127
45	139
46	109
47	118
48	132
49	115
50	119
51	122
52	105
53	111
54	133
55	103
56	102
57	133
58	133
59	124
60	103
61	122
62	133
63	106
64	108
65	138
66	139
67	127
68	103
69	133
70	121
71	113
72	107
73	101
74	104
75	134
76	120
77	118
78	131
79	137
80	109
81	119
82	120
83	106
84	101
85	110
86	107
87	109
88	128
89	131
90	110
91	130
92	125
93	111
94	100
95	126
96	108
97	117
98	116
99	129
100	140
