1	109
2	133
3	116
4	106
5	118
6	139
7	119
8	133
9	126
10	138
11	128
12	124
13	122
14	101
15	135
16	120
17	123
18	117
19	134
20	111
21	124
22	105
23	112
24	129
25	128
26	115
27	104
28	131
29	119
30	121
31	100
32	110
33	113
34	108
35	105
36	125
37	112
38	138
39	108
40	123
41	107
42	128
43	116
44	112
45	121
46	100
47	117
48	111
49	122
50	136
51	119
52	120
53	124
54	139
55	136
56	104
57	120
58	128
59	118
60	102
61	135
62	128
63	114
64	105
65	137
66	118
67	110
68	114
69	136
70	109
71	107
72	125
73	108
74	111
75	103
76	136
77	129
78	100
79	108
80	127
81	139
82	134
83	108
84	123
85	101
86	121
87	127
88	114
89	112
90	101
91	105
92	125
93	119
94	105
95	128
96	119
97	114
98	111
99	115
100	102
