1	125
2	100
3	130
4	115
5	118
6	106
7	110
8	138
9	113
10	132
11	115
12	140
13	107
14	111
15	110
16	108
17	126
18	135
19	121
20	111
21	133
22	114
23	132
24	115
25	131
26	110
27	116
28	107
29	124
30	118
31	137
32	124
33	110
34	131
35	132
36	113
37	127
38	108
39	133
40	131
41	132
42	138
43	136
44	112
45	108
46	125
47	121
48	109
49	125
50	103
51	127
52	118
53	126
54	124
55	112
56	111
57	108
58	114
59	125
60	107
61	130
62	102
63	113
64	136
65	136
66	132
67	130
68	117
69	120
70	138
71	122
72	118
73	101
74	131
75	120
76	136
77	118
78	119
79	106
80	106
81	130
82	106
83	123
84	120
85	131
86	118
87	138
88	126
89	118
90	120
91	104
92	112
93	123
94	126
95	101
96	129
97	124
98	100
99	117
100	116
