1	123
2	118
3	134
4	102
5	132
6	130
7	111
8	103
9	108
10	138
11	133
12	121
13	125
14	127
15	107
16	117
17	112
18	140
19	101
20	127
21	134
22	122
23	119
24	118
25	135
26	128
27	136
28	116
29	121
30	139
31	139
32	104
33	125
34	127
35	136
36	121
37	121
38	134
39	102
40	120
41	138
42	121
43	130
44	114
45	107
46	134
47	119
48	102
49	132
50	110
51	103
52	139
53	104
54	110
55	127
56	101
57	139
58	115
59	107
60	103
61	135
62	136
63	123
64	110
65	139
66	129
67	136
68	139
69	131
70	126
71	137
72	118
73	138
74	121
75	130
76	113
77	132
78	105
79	111
80	100
81	109
82	133
83	125
84	110
85	135
86	100
87	100
88	115
89	140
90	135
91	123
92	105
93	127
94	139
95	125
96	102
97	139
98	119
99	115
100	119
