1	120
2	138
3	136
4	120
5	109
6	133
7	121
8	128
9	100
10	106
11	109
12	128
13	138
14	118
15	111
16	131
17	132
18	102
19	130
20	102
21	109
22	140
23	105
24	119
25	101
26	108
27	101
28	117
29	138
30	128
31	109
32	129
33	139
34	110
35	136
36	110
37	128
38	132
39	134
40	111
41	112
42	101
43	132
44	119
45	116
46	113
47	136
48	101
49	138
50	124
51	116
52	114
53	136
54	103
55	111
56	120
57	132
58	116
59	118
60	100
61	131
62	103
63	131
64	112
65	138
66	121
67	130
68	128
69	122
70	100
71	103
72	140
73	108
74	118
75	131
76	107
77	108
78	127
79	102
80	129
81	113
82	140
83	120
84	113
85	111
86	135
87	133
88	136
89	139
90	116
91	118
92	111
93	113
94	134
95	120
96	109
97	110
98	119
99	121
100	135
